FECHA;Meteo_Madrid.Vel viento (m/s);Meteo_Madrid.Temperatura (ºC);Meteo_Madrid.Presión barométrica (mb);Meteo_Madrid.Precipitación (l/m2);M30.UsuariosCalle30 (veh);M30.vehxKmTotales;M30.vehxKmRamales;SO2 (µg/m 3);CO (mg/m3);NO (µg/m3);NO2 (µg/m 3);NOx (µg/m3);PM2.5 (µg/m3);PM10 (µg/m3);O3 (µg/m 3);TOL (µg/m3);BEN (µg/m3);EBE (µg/m3);TCH (mg/m3);CH4 (mg/m3);NMHC (mg/m3)
01/01/2018;6,1;7,3;957,9;0;842530;5187934;1372216;3;0,3;3;24;30;4,5;13;50;0,45;0,4;0,1;1,22;1,17;0,03
02/01/2018;7,2;10,5;958,2;0;1319122;8143651;2208081;3;0,3;9;33,5;46,5;5;10;40,5;0,9;0,35;0,1;1,24;1,19;0,04
03/01/2018;3,9;10,8;957,7;0;1309927;8080076;2154909;3;0,4;20,5;39;73;7;10,5;18,5;1,65;0,5;0,2;1,38;1,34;0,04
04/01/2018;4,2;10,9;952,9;0;1368265;8354874;2213109;4;0,3;11;31,5;47,5;6;8;20,5;1,5;0,35;0,15;1,26;1,235;0,03
05/01/2018;6,1;8,8;939,6;6;1322117;7958540;2135501;3,5;0,25;5,5;29;38;4;5;36,5;0,8;0,3;0,1;1,275;1,245;0,03
06/01/2018;5,3;4,4;927,1;23,3;917585;5667213;1500097;3;0,3;3,5;26;31,5;2;2,5;55;0,6;0,35;0,1;1,17;1,15;0,04
07/01/2018;4,2;2,3;929,5;5,8;839021;5044807;1382674;3;0,3;4,5;27,5;35,5;3;3;43;0,7;0,4;0,1;1,2;1,17;0,04
08/01/2018;3,9;3,9;940,2;0,1;1428198;8633730;2326593;4,5;0,45;36,5;55;107;7;11,5;22;2,3;0,7;0,25;1,3;1,22;0,07
09/01/2018;2,1;1,1;946,1;1,6;1411599;8498031;2316267;4,5;0,55;60;64;156,5;14;18,5;4,5;3,45;1,05;0,5;1,49;1,4;0,08
10/01/2018;5;5,2;947;0,6;1438281;8705412;2345200;3;0,35;15,5;47;70,5;8;10,5;20;1,7;0,7;0,2;1,27;1,24;0,04
11/01/2018;7,8;5,9;950,1;0;1467547;8877518;2414156;4,5;0,3;12,5;35,5;55,5;3,5;8,5;50;0,95;0,45;0,2;1,22;1,19;0,05
12/01/2018;3,3;3,8;952,2;0;1484363;8946660;2411899;6;0,5;63;70;168,5;10,5;17;18;3,2;0,95;0,55;1,47;1,38;0,09
13/01/2018;3,3;2,6;947;5,6;1085707;6441680;1733255;4;0,5;36;62,5;118,5;14;17,5;8;2,8;0,9;0,35;1,49;1,45;0,07
14/01/2018;3,6;4,6;947,3;0;920691;5571581;1503361;4,5;0,3;7;33;45,5;6;7,5;36;0,75;0,45;0,2;1,23;1,22;0,04
15/01/2018;3,9;3,9;953,6;0;1437469;8599912;2324461;6;0,5;45;57;124;10;15;17;2,3;0,7;0,4;1,34;1,28;0,07
16/01/2018;4,3;6,85;954,8;0;1472720;8809071;2393913;4,5;0,5;50;60,5;137;12;18;13,5;3,45;0,9;0,5;1,5;1,43;0,07
17/01/2018;5;8,1;952,2;0;1475044;8835199;2384379;6,5;0,5;48,5;56;132,5;11;15,5;18;3,4;0,85;0,5;1,46;1,39;0,07
18/01/2018;2,5;7,4;951,1;0;1509201;8971977;2430049;8;0,6;69,5;74,5;184;10,5;21;14;4,65;1,05;0,75;1,38;1,3;0,08
19/01/2018;2,8;7,6;949,1;0;1445752;8783305;2365528;9;0,6;68;76;178,5;14,5;22;7;4,4;1;0,6;1,32;1,245;0,075
20/01/2018;5,6;8;952,9;0;1201575;7304742;1950882;7;0,6;57,5;63,5;152;10,5;21;13,5;3,2;0,9;0,7;1,5;1,415;0,085
21/01/2018;3,3;11,3;954,7;0;982284;6024930;1602761;5;0,4;21;50;83;7,5;12;16,5;1,5;0,5;0,3;1,315;1,265;0,05
22/01/2018;3,3;9;954,8;0;1425544;8545559;2300883;7,5;0,55;63;56;154,5;10,5;17;10,5;4,1;0,9;0,6;1,28;1,225;0,06
23/01/2018;3,6;10,4;955,3;0;1450963;8833173;2373261;9;0,55;72,5;62;173;11,5;19;12;5,4;1,15;0,75;1,32;1,28;0,07
24/01/2018;2,6;8;953,4;0;1464831;8811110;2385614;8,5;0,6;75;66,5;181,5;17,5;28,5;7;5,75;1,05;0,9;1,43;1,37;0,09
25/01/2018;3,9;5;947;2,3;1432900;8743324;2368880;5,5;0,5;62,5;56,5;148,5;19;24;11;3,95;0,85;0,65;1,53;1,48;0,07
26/01/2018;6,1;6;949,9;0,4;1448870;8833965;2375502;4;0,3;8;31;42,5;3;6,5;50;0,9;0,45;0,15;1,23;1,19;0,05
27/01/2018;6,4;7,2;956,1;0;1066620;6519581;1742083;4;0,2;3;18;23;3;5;59,5;0,4;0,3;0,1;1,25;1,19;0,05
28/01/2018;7,8;8,2;960,1;0;937215;5828227;1560351;4,5;0,3;2;19;23,5;4;6;55;0,4;0,3;0,15;1,34;1,295;0,045
29/01/2018;4,2;8,3;960;0;1432065;8584131;2324461;6;0,5;47,5;59,5;133,5;9,5;18;27,5;3,1;0,8;0,5;1,415;1,325;0,09
30/01/2018;3,3;6,5;955,8;0;1745237;10445360;2756603;6,5;0,55;49,5;66;145,5;11,5;19;16;3,9;0,85;0,6;1,36;1,27;0,09
31/01/2018;2,5;6,6;950,7;0;1496029;8944955;2428287;8;0,55;60;78;171;13,5;22;10;5;0,9;0,6;1,4;1,28;0,12
01/02/2018;5,8;6;940;0,1;1488701;8964106;2416194;6,5;0,5;68;67;174;14,5;22,5;18,5;4,4;0,95;0,8;1,56;1,46;0,12
02/02/2018;6,7;4,5;941;0;1482728;8965754;2425448;3,5;0,35;11;34;50,5;3,5;6;48,5;1,15;0,45;0,2;1,27;1,18;0,07
03/02/2018;5,3;5,1;945,5;0;1074153;6537227;1741615;3,5;0,3;12;39,5;57,5;5;8;37,5;1,2;0,45;0,2;1,5;1,4;0,06
04/02/2018;4,7;3,9;937,4;16,4;856803;5264630;1406243;2,5;0,3;3,5;26,5;31,5;3,5;4,5;47,5;0,45;0,3;0,1;1,26;1,2;0,05
05/02/2018;4,7;1,9;935,2;12;1196923;7341140;1975096;3;0,3;10;39;54,5;4,5;5;32,5;0,8;0,4;0,2;1,27;1,19;0,06
06/02/2018;5,4;3,65;938,8;1,45;1429393;8605411;2336836;3,5;0,3;7;30,5;40,5;4,5;7;44;0,75;0,45;0,15;1,29;1,2;0,07
07/02/2018;4,7;1,5;944,1;0;1462602;8820863;2379499;4;0,4;22;44;79;5;8,5;36,5;1,25;0,55;0,2;1,35;1,23;0,07
08/02/2018;4,2;1,65;948,4;0;1483467;8923758;2397257;4,5;0,4;24,5;49;88;7;11;36;1,45;0,55;0,15;1,32;1,2;0,07
09/02/2018;3,3;2,2;948,5;0;1465905;8838067;2362541;6;0,6;66;78;176,5;14;24;16,5;3,5;1,05;0,55;1,56;1,38;0,12
10/02/2018;5,1;5,4;949,8;0;1009038;6230024;1655081;5;0,3;10;36,5;51,5;5,5;8,5;53;0,95;0,4;0,2;1,28;1,19;0,07
11/02/2018;5,8;7,1;948,3;0;1009038;6230024;1655081;5;0,4;21,5;46,5;82,5;9,5;14,5;28,5;1,9;0,65;0,25;1,48;1,38;0,08
12/02/2018;4,7;5,75;946,1;0,05;1720436;10319749;2794613;4,5;0,35;10;39,5;55,5;4,5;8;45,5;0,9;0,4;0,15;1,27;1,19;0,05
13/02/2018;5,7;3,5;947;0;1467613;8846437;2386618;4,5;0,4;28,5;49;93;7;13;31,5;1,7;0,6;0,25;1,46;1,31;0,07
14/02/2018;5,6;8,3;947,7;0;1508247;9148919;2458168;3;0,3;5,5;28,5;40,5;5,5;9;43,5;0,75;0,45;0,1;1,29;1,23;0,04
15/02/2018;3,1;7,5;952;0;1436079;8848207;2393419;4,5;0,4;27;54;97;12,5;18,5;19,5;2,25;0,75;0,25;1,44;1,35;0,07
16/02/2018;2,6;11;950,6;0;1438204;8808537;2346337;5;0,4;25,5;46,5;85,5;16;23;14;2,85;0,65;0,35;1,41;1,32;0,08
17/02/2018;5,3;10,1;949,5;0;1038807;6403864;1706312;5,5;0,35;14;35;57;15;21;28,5;2,25;0,7;0,35;1,51;1,4;0,06
18/02/2018;4,4;6,7;950;0;957485;6007761;1579191;4;0,3;3;21,5;27;3;5;54,5;0,55;0,35;0,1;1,3;1,19;0,05
19/02/2018;5,1;10,05;946,2;0;1418757;8605309;2355471;5;0,3;13,5;31,5;51,5;3;6;51,5;0,95;0,35;0,15;1,3;1,2;0,06
20/02/2018;6,1;10,35;945,8;0;1488095;8907078;2433393;5;0,3;7,5;29;38,5;3;6;52,5;1,85;0,5;0,35;1,28;1,18;0,06
21/02/2018;6,5;6,95;940,7;0;1476697;9092048;2431480;4,5;0,3;5;26,5;34;3;6;56,5;1,1;0,4;0,15;1,28;1,17;0,06
22/02/2018;4,3;4;938,9;0;1523536;9281212;2506649;5,5;0,4;21,5;45;81;8,5;13;45,5;1,7;0,6;0,3;1,33;1,22;0,08
23/02/2018;3,5;3;938,4;0;1509484;9336356;2476608;5,5;0,45;29,5;54,5;101;8;14;40;2,05;0,7;0,35;1,37;1,23;0,09
24/02/2018;2,5;3,7;937,1;0;1134133;6984087;1854661;7;0,5;34;67;116,5;13;20;30;2,25;0,9;0,45;1,45;1,3;0,1
25/02/2018;2,8;5,3;941,2;0;992847;6182574;1642464;7;0,45;20,5;65,5;97;15,5;23;34;2;0,95;0,35;1,49;1,34;0,09
26/02/2018;4,2;7,45;937,1;0;1459217;8699350;2360994;7,5;0,6;40;77;144;16,5;24,5;24;3,5;1,2;0,55;1,52;1,34;0,13
27/02/2018;4,7;4,25;933,6;7,75;1465743;8806930;2374384;5;0,45;33;61;110,5;10,5;17;30,5;2,95;0,75;0,55;1,42;1,3;0,09
28/02/2018;4,6;7,9;925,3;24,05;1455994;8744395;2336674;4;0,4;24;55,5;94;7,5;9;22,5;2,15;0,6;0,45;1,38;1,32;0,07
01/03/2018;10,3;8,45;918,4;21,15;1489313;8838198;2360137;4;0,3;4;27,5;35;3;5;60,5;0,9;0,4;0,2;1,29;1,24;0,05
02/03/2018;5,8;5,85;927,8;10,7;1490150;8899242;2349570;4;0,4;17;50,5;78;4,5;7,5;37,5;1,75;0,65;0,35;1,32;1,25;0,06
03/03/2018;6,2;9,1;929,6;5,6;1101508;6746168;1800999;3;0,3;3;22,5;27;3;5,5;71;0,45;0,3;0,15;1,28;1,23;0,04
04/03/2018;4,7;9,4;927,8;10,55;947741;5864628;1551526;3,5;0,3;3;23,5;28;3;4;67,5;0,45;0,3;0,1;1,32;1,27;0,05
05/03/2018;6;7,15;924,9;5,65;1437783;8742939;2344876;3;0,3;5;30,5;37,5;3,5;5;64;0,7;0,4;0,15;1,28;1,22;0,05
06/03/2018;6,1;7,5;931,2;1,25;1527473;9002134;2420692;3;0,3;6,5;34;43,5;3,5;6,5;55,5;0,9;0,55;0,3;1,28;1,21;0,05
07/03/2018;4,6;6,75;939,3;0;1490956;9132074;2461490;4;0,3;6,5;35;46;4;8;60;1;0,5;0,2;1,29;1,21;0,06
08/03/2018;2,9;7,9;939,4;3;1509916;9136192;2417765;4;0,4;10,5;48;64;8;11;40;1,5;0,5;0,25;1,34;1,28;0,05
09/03/2018;5,4;10,45;940,2;8,55;1491582;8940059;2394093;4;0,3;11;47;61;7;11;24,5;1,9;0,5;0,4;1,41;1,38;0,04
10/03/2018;5,1;9,95;933,7;21,8;1036539;6425219;1701261;3,5;0,3;4;30;38,5;4;5;47,5;0,8;0,35;0,15;1,35;1,32;0,04
11/03/2018;8,8;8,4;933,1;3,65;930209;5786429;1554869;3;0,25;2;12;15;3;6,5;78,5;0,25;0,25;0,1;1,27;1,22;0,04
12/03/2018;6,1;10,2;943,3;0;1433601;8669894;2345876;3;0,3;3,5;20;26,5;3;8;67;0,55;0,45;0,15;1,3;1,23;0,04
13/03/2018;5,3;10,5;944,6;1,15;1466748;8677510;2423552;3,5;0,3;9,5;41;55,5;6;11,5;38,5;1,25;0,45;0,3;1,44;1,37;0,05
14/03/2018;6;9,25;936,5;26,25;1415977;8294159;2286595;4;0,3;11;39;55;5;8;33;1,55;0,4;0,35;1,44;1,39;0,05
15/03/2018;7,6;9,2;931,4;0,95;1463833;8699727;2358191;3;0,3;3;21,5;27;3;6;74,5;0,45;0,35;0,15;1,27;1,21;0,05
16/03/2018;5,8;8,3;935,7;2,85;1501718;8893391;2426250;3;0,3;5;27,5;35;3,5;6,5;62,5;0,55;0,35;0,2;1,29;1,21;0,05
17/03/2018;6,2;6,4;932,1;8,25;1099108;6461292;1760828;3;0,3;4;25,5;31,5;3;4,5;65,5;0,4;0,25;0,1;1,29;1,17;0,05
18/03/2018;5,6;8,7;934,9;0;983326;5870383;1600930;4;0,3;2;21;23,5;3,5;6;72;0,5;0,3;0,1;1,3;1,17;0,05
19/03/2018;7,6;6,55;938,1;4,25;1433204;8509409;2299481;3;0,3;6,5;29;39,5;3;6;62;0,65;0,4;0,15;1,31;1,19;0,05
20/03/2018;7,5;6,1;944,1;0;1299076;7636168;2076071;3,5;0,3;4;20;27,5;4;6;70;0,5;0,55;0,15;1,34;1,21;0,06
21/03/2018;6,4;6,95;952,6;0;1329907;8135841;2103901;3,5;0,3;4;22,5;27;5;8;79;0,5;0,4;0,1;1,32;1,19;0,06
22/03/2018;4,2;6,15;952;0;1287203;8154125;2091302;4,5;0,4;15;49;72;7;13;54;1,7;0,55;0,3;1,35;1,2;0,07
23/03/2018;6,2;8,3;942,1;1,25;1240337;7748182;1994430;4;0,4;18;53;82,5;9;14;33;1,7;0,65;0,4;1,52;1,4;0,07
24/03/2018;11;7,65;933,5;1,85;866747;5374965;1460849;3;0,2;2;12,5;15;3;7;80;0,35;0,3;0,1;1,26;1,18;0,05
25/03/2018;5,6;9;939,8;0;751151;4705076;1211571;3;0,3;2;16,5;20;3;5;80,5;0,3;0,25;0,1;1,27;1,2;0,05
26/03/2018;3,9;9,3;949,8;0;1315373;8144329;2103283;4;0,35;13;42;63,5;5;8;56;1,2;0,4;0,15;1,3;1,23;0,05
27/03/2018;5;13,6;952,2;0;1302337;8147868;2097321;5;0,3;12;36,5;59,5;5;9;49;1,1;0,45;0,15;1,41;1,32;0,04
28/03/2018;5,3;13,45;945,5;0;1283043;8159825;2146334;5,5;0,3;29;40;86,5;7;13;32;2,05;0,5;0,55;1,5;1,38;0,07
29/03/2018;6,1;11,8;938,7;0;624058;4150764;1042893;4;0,2;2;12;15;5;7;65;0,4;0,2;0,1;1,28;1,18;0,04
30/03/2018;7,6;8,1;935,3;2,5;546776;3579920;922765;4;0,2;1;8,5;10,5;2;5,5;90;0,2;0,25;0,1;1,29;1,18;0,05
31/03/2018;5,8;9;941,8;0;647059;4159777;1082822;4,5;0,3;1,5;14;16,5;3;4;80,5;0,25;0,25;0,1;1,29;1,18;0,05
01/04/2018;3,1;10,25;944,4;0;718404;4655847;1204361;5;0,3;4;32;38;6;9;53,5;0,75;0,4;0,1;1,39;1,28;0,05
02/04/2018;5,1;13;936,8;0,15;1140233;7435186;1914666;4,5;0,3;8,5;36,5;50;6;13,5;57,5;1;0,4;0,15;1,35;1,23;0,05
03/04/2018;7,1;12,8;936,2;2,25;1484693;9175122;2424937;4;0,3;3,5;23;29;5;8;64,5;0,7;0,25;0,1;1,3;1,21;0,03
04/04/2018;7,1;11,5;942,1;0;1461762;8795483;2339714;3,5;0,3;3;19;23,5;3;8;75;0,55;0,25;0,1;1,3;1,21;0,03
05/04/2018;3,1;10,8;946,7;0;1507229;9322060;2505905;4,5;0,4;21;45;78,5;7;13,5;47;2,1;0,55;0,25;1,41;1,28;0,06
06/04/2018;3,9;11,7;938,8;3,7;1253891;7891506;2048535;4,5;0,4;15;56;81;9;21;33;2,9;0,6;0,45;1,39;1,29;0,07
07/04/2018;4,4;10,4;935,9;2,35;993525;6340192;1635180;4;0,3;3;30;37;4;6;63;0,7;0,3;0,15;1,33;1,28;0,03
08/04/2018;6,1;10;937;0,05;993525;6340192;1635180;3,5;0,3;3;18;23;3;5,5;63;0,4;0,3;0,1;1,31;1,25;0,03
09/04/2018;6,4;7,05;937,2;2,6;1456385;9103053;2398472;3,5;0,3;4;22,5;29,5;3;5;75;0,55;0,25;0,15;1,28;1,21;0,04
10/04/2018;5,8;5,25;930,6;19,35;1645404;10046122;2678953;3;0,3;4,5;33;39,5;3;4;63;0,8;0,3;0,15;1,28;1,22;0,04
11/04/2018;9,2;6,95;929,7;0;1500543;9255440;2379624;3;0,3;5,5;27,5;36;3;5,5;71;0,7;0,3;0,15;1,38;1,315;0,07
12/04/2018;4,4;8,25;932,8;5,5;1455353;9050869;2363539;3,5;0,3;5,5;30;40;4;7,5;63;1,1;0,4;0,2;1,31;1,23;0,04
13/04/2018;3,3;8,6;935,5;3,6;1457884;9359220;2483275;3,5;0,3;5;33,5;40;4;8,5;69;1;0,3;0,15;1,33;1,24;0,04
14/04/2018;3,1;10,25;944,5;0;1096173;7013359;1827988;4,5;0,35;8;37,5;50;6;9,5;46,5;1,25;0,45;0,2;1,34;1,25;0,05
15/04/2018;5;12,65;944,3;3,7;980848;6191394;1588153;4;0,2;3;19,5;23,5;5;9;49,5;0,5;0,35;0,15;1,43;1,36;0,02
16/04/2018;5,8;12,35;945,5;8,1;1423503;9025230;2384230;4;0,2;4;23,5;30,5;4;8;71,5;0,75;0,3;0,15;1,31;1,23;0,03
17/04/2018;2,2;13,45;951,3;0;1361567;8681937;2275758;4;0,3;18;52;79;8;14,5;39;2,3;0,5;0,5;1,55;1,47;0,085
18/04/2018;3,3;16,3;950,7;0;1435263;9162980;2407266;4;0,3;15;49;72;9;15;48;2,2;0,6;0,5;1,525;1,435;0,085
19/04/2018;4,3;15,9;948,7;0;1457780;9271413;2460798;4;0,3;7;30;40;9;28;74;1,2;0,3;0,3;1,36;1,28;0,06
20/04/2018;5,3;16,05;946,8;0;1496813;9420063;2485499;4;0,25;4,5;24;31;11;44,5;77;0,8;0,35;0,2;1,31;1,25;0,06
21/04/2018;4,4;14,7;946,2;0;1142859;7313034;1885299;4;0,3;3;25,5;32,5;14;44,5;63,5;0,9;0,35;0,15;1,33;1,27;0,06
22/04/2018;4;16,8;944,2;0;1029344;6527330;1670101;4,5;0,3;6;33,5;45;12;39,5;50,5;1,35;0,4;0,2;1,34;1,28;0,06
23/04/2018;4,4;18,15;944,8;0;1469465;9105874;2404674;5;0,35;10,5;40,5;57;13;35,5;39,5;2,05;0,45;0,3;1,39;1,33;0,06
24/04/2018;3,8;18,8;944,2;0;1479652;9270472;2459761;4;0,3;15,5;42;64,5;12;38,5;45,5;2,4;0,4;0,4;1,35;1,28;0,07
25/04/2018;4,7;19,7;943,2;0;1500004;9422435;2481027;3,5;0,3;16;47;70,5;15;40,5;48,5;3,15;0,55;0,5;1,46;1,36;0,08
26/04/2018;3,9;18,2;943;0;1523337;9525177;2496234;3,5;0,3;9;40;54;11;37;57,5;2,55;0,4;0,4;1,37;1,29;0,06
27/04/2018;5,1;18,35;939,3;0;1370555;8597244;2252058;3,5;0,2;6;26,5;35,5;10;25;67;1,5;0,3;0,35;1,4;1,31;0,05
28/04/2018;5,8;14,35;937,4;0;993525;6340192;1635180;3;0,2;2;13,5;16;6;10;74;0,45;0,15;0,2;1,33;1,24;0,06
29/04/2018;6,8;8,25;938,1;7,45;993525;6340192;1635180;3;0,2;1,5;10;12;4;5,5;79;0,35;0,2;0,1;1,29;1,22;0,07
30/04/2018;4,7;7,5;943,6;3,85;1394785;8817008;2317341;3;0,2;3;23;26,5;3;6;69,5;0,6;0,25;0,1;1,31;1,23;0,07
01/05/2018;3,2;9,8;;0;840692;5166781;1364229;4;0,2;2;19,5;22,5;3;4,5;70,5;0,5;0,25;0,1;1,35;1,26;0,07
02/05/2018;4;11;;0;1245423;6309957;1645508;4,5;0,2;3,5;27;33,5;5;8;58,5;0,85;0,3;0,15;1,44;1,4;0,07
03/05/2018;5,6;13,05;;0;1801888;11047951;2917931;5;0,3;16;37;64;6;11;55,5;2,15;0,4;0,35;1,46;1,36;0,07
04/05/2018;5,6;12,5;;0;1528776;9353112;2485894;4;0,2;3;19;24;5;10,5;76,5;0,75;0,2;0,2;1,3;1,24;0,07
05/05/2018;6,7;16,25;;0;1143395;7209541;1908043;4,5;0,2;2,5;19;23;8;17,5;81,5;0,95;0,2;0,25;1,32;1,27;0,05
06/05/2018;5,3;17,8;;1,6;1104247;6944577;1819647;4,5;0,2;2;16,5;19,5;7;13,5;83,5;0,65;0,25;0,1;1,33;1,31;0,03
07/05/2018;5,1;16,85;;1,35;1535243;9090092;2438268;4,5;0,3;12;38,5;58;8;14;45,5;2,15;0,3;0,25;1,35;1,3;0,05
08/05/2018;4,2;18,35;;0,35;1571703;9353949;2474469;4;0,3;23;46,5;81,5;9;15,5;38;3;0,4;0,4;1,37;1,29;0,08
09/05/2018;4;18,45;;0;1594717;9435769;2529140;4,5;0,3;6,5;34,5;45;11;18;64,5;1,65;0,3;0,3;1,36;1,28;0,06
10/05/2018;5,3;18,9;;0;1591104;9491976;2539680;4,5;0,25;3;25;31,5;7;11,5;67,5;0,9;0,2;0,15;1,32;1,25;0,06
11/05/2018;4,4;18,15;;0;1527469;9543873;2525426;4,5;0,25;7;33;44;10;18,5;60,5;1,75;0,4;0,35;1,36;1,3;0,05
12/05/2018;5,8;15,65;;0;1104975;7054961;1849339;4;0,2;2;14;17;7;12,5;81;0,55;0,2;0,15;1,32;1,25;0,06
13/05/2018;5,1;11,15;;0;962876;6160877;1614496;3;0,2;1,5;13;15,5;4;7;79;0,3;0,2;0,1;1,31;1,23;0,07
14/05/2018;4,7;14,75;;0;1412039;8724318;2322776;3;0,2;3;18;23;3;7;73;0,55;0,2;0,1;1,3;1,24;0,06
15/05/2018;5,3;14,85;;0;956709;6171609;1614301;3,5;0,2;2;13,5;18;4;10;85;0,5;0,2;0,1;1,3;1,24;0,06
16/05/2018;5,6;18,15;;0;1482701;9244076;2478157;4;0,2;2,5;23,5;29;8;14,5;94,5;0,75;0,2;0,15;1,31;1,26;0,05
17/05/2018;4;19,5;;0,1;1500658;9407825;2501319;4;0,2;3;29;34,5;7;14,5;91,5;1,15;0,25;0,2;1,33;1,26;0,06
18/05/2018;5,1;17,6;;0,3;1497405;9398701;2498532;4;0,2;3,5;31;37,5;9;13;75,5;1,1;0,25;0,15;1,32;1,29;0,04
19/05/2018;5,3;17,4;;0;1110044;7017944;1831804;4;0,2;3;26;30,5;8;13;71;1,05;0,2;0,2;1,36;1,32;0,05
20/05/2018;5,4;17,3;;0;998173;6282552;1645331;4;0,2;1;16;18;6;9;96;0,5;0,15;0,1;1,33;1,29;0,04
21/05/2018;5,4;18,35;;4,85;1461429;9108687;2424074;4;0,2;4,5;32;39,5;8;13;73,5;1,4;0,2;0,2;1,37;1,33;0,04
22/05/2018;3,1;17,45;;0,45;1472807;9232371;2461519;4;0,3;8;49;60,5;10;14,5;57;1,95;0,3;0,3;1,35;1,32;0,05
23/05/2018;4,7;20,1;;0,2;1496224;9228280;2499347;4;0,3;7,5;45,5;58,5;9;17;62;2,2;0,3;0,3;1,39;1,35;0,06
24/05/2018;5;20,5;;0,2;1534808;9259171;2531820;4;0,2;5;33;40,5;9;18;67;1,4;0,2;0,2;1,32;1,28;0,05
25/05/2018;4,2;16,1;;31,8;1500546;9001999;2443117;4;0,3;6,5;39,5;51;8;11;57,5;1,5;0,3;0,2;1,32;1,28;0,04
26/05/2018;3,3;16,75;;0,5;1115484;6746483;1795970;4;0,2;5;31;39;7;11,5;53;1,1;0,25;0,2;1,37;1,32;0,06
27/05/2018;5,3;18,45;;0;1046003;6533748;1727151;4;0,2;5,5;26;34;7;12;61,5;0,9;0,2;0,2;1,35;1,31;0,05
28/05/2018;3,3;16,95;;18,4;1421683;8756297;2345642;4;0,2;5,5;34,5;43,5;8;10;49,5;1,2;0,3;0,2;1,345;1,305;0,04
29/05/2018;6,1;15,9;;2,4;1467488;9075277;2440964;4;0,3;10;44;59;9;15;35;1,95;0,3;0,2;1,35;1,31;0,05
30/05/2018;5,3;15,2;;0,6;1501864;9260846;2506979;4;0,25;7;34,5;45,5;8;14;53;1,6;0,3;0,25;1,38;1,32;0,04
31/05/2018;4,2;18,15;;0;1535185;9303382;2506892;4;0,25;10;30;45;9;13;64;1,35;0,25;0,2;1,39;1,33;0,05
01/06/2018;6,1;18,7;944,4;1,2;1492625;9256097;2498815;4;0,3;16;40;64,5;11;18,5;50;1,75;0,3;0,3;1,43;1,38;0,05
02/06/2018;5,3;18,05;944,1;11,8;1095520;6781188;1814839;4;0,2;2;18;21;6;9,5;80,5;0,45;0,1;0,1;1,32;1,28;0,04
03/06/2018;5,4;17,8;942,8;0,05;998535;6327222;1679881;4;0,2;4;23;30,5;10;13,5;58;1;0,2;0,15;1,38;1,34;0,05
04/06/2018;5;16,1;941,1;0;1421336;8813775;2360372;4;0,2;4;17;23;5;8;66;0,6;0,15;0,1;1,29;1,24;0,05
05/06/2018;4,2;15,6;;0;1471736;9012388;2422308;4;0,2;4,5;21,5;27;5;9;65;0,85;0,2;0,15;1,29;1,23;0,05
06/06/2018;4,6;15,25;;3,8;1466375;9039689;2424188;3,5;0,2;6;28;37,5;4;9;54,5;1;0,2;0,2;1,32;1,27;0,05
07/06/2018;4,6;17,2;;0;1410494;8648738;2340087;4;0,25;14;36,5;60;9;15,5;49,5;2,3;0,3;0,3;1,395;1,33;0,07
08/06/2018;4,3;16,5;941,2;5,2;1515692;9366908;2498458;4;0,25;7;34,5;46;9;14;43;1,3;0,2;0,3;1,38;1,34;0,04
09/06/2018;5;15,95;941,2;0;1108235;6898491;1822815;4;0,2;5;24,5;31,5;8;12;47;0,9;0,2;0,2;1,35;1,3;0,05
10/06/2018;5;15,15;941,4;0;999662;6244116;1643269;4;0,2;3,5;24;30;7;10,5;49;0,7;0,2;0,1;1,405;1,36;0,045
11/06/2018;4,3;16,9;941,2;0;1412865;8749473;2335303;4;0,2;4;20,5;27,5;5;9;62,5;0,6;0,2;0,2;1,33;1,285;0,045
12/06/2018;4;18,2;943;0;1263963;7943119;2111738;4;0,25;9;32,5;47;6;11,5;51,5;1,2;0,35;0,2;1,36;1,305;0,055
13/06/2018;4,7;18,95;944,9;0;1455372;9067778;2354206;4;0,2;3,5;19,5;26;6;10;73;0,85;0,2;0,15;1,28;1,25;0,04
14/06/2018;4;19,7;944,1;0;1408775;8897243;2328125;4;0,2;4;23;29,5;7;12,5;69,5;0,85;0,2;0,15;1,28;1,24;0,04
15/06/2018;5;21,25;942,3;0;1416222;8875543;2304021;4;0,25;10;36;55,5;9;19,5;62;2,1;0,2;0,2;1,35;1,28;0,06
16/06/2018;5,3;24,1;941,7;0;990791;6196699;1563971;4;0,2;2,5;14;19;7;12,5;59;0,5;0,15;0,1;1,26;1,22;0,04
17/06/2018;4,7;23,5;945,9;0;1376183;8479643;2166077;4;0,2;2;12,5;16,5;6;13;81;0,45;0,1;0,1;1,29;1,24;0,05
18/06/2018;5,1;23,85;946,9;0;1625239;9699164;2561923;4;0,2;4;18,5;23;7;12,5;64;0,7;0,15;0,1;1,26;1,23;0,04
19/06/2018;4,3;24,55;945,1;0;1446170;8973309;2344159;4;0,2;3;23;28;9;19;81;0,8;0,2;0,15;1,28;1,26;0,04
20/06/2018;3,5;26;943,3;0;1453172;8989533;2337648;4,5;0,25;4,5;29,5;35;10;23,5;80,5;1,2;0,2;0,2;1,32;1,28;0,04
21/06/2018;3,9;25,8;943,1;0;1475988;9172995;2393036;4;0,2;5;31;38;10;21;79,5;1,3;0,2;0,2;1,33;1,27;0,06
